subject,exam_name,paper_number,question_number,question_text,option_a,option_b,option_c,option_d,correct_answer,unique_question_id,question_type
Percussion Instruments,Question Papers of NET July 2016,Paper III,62,किस ताल में नौवीं मात्रा पर खाली नहीं होती है ?,फरदोस्त,जतताल,तिलवाड़ा,टप्पा,A,PER_88561508,Normal MCQ
Percussion Instruments,Question Papers of NET July 2016,Paper III,63,बसन्त ताल में एकताल सम से सम तक बजाने पर लयकारी होगी,4/3,3/4,2/3,3/2,A,PER_de0b37d4,Normal MCQ
Percussion Instruments,Question Papers of NET July 2018,Paper II,1,"""तालान्तरावर्ती यः कालोऽसौ लयनाल्लयः"" उपर्युक्त किस ग्रंथ में लिखा है ?",संगीत रत्नाकर,संगीत चुडामणि,नाट्य शास्त्र,बृहद्देशी,B,PER_92094ae2,Normal MCQ
Percussion Instruments,Question Papers of NET July 2018,Paper II,2,भरत भाष्य के लेखक हैं :,नान्यदेव,रामकृष्ण कवि,नंदिकेश्वर,कैलाशचन्द्र बृहस्पति,A,PER_ad180eb3,Normal MCQ
Percussion Instruments,Question Papers of NET July 2018,Paper II,3,कर्णाटकी तिस्त्र जाति ध्रुव ताल की मात्रा है :,9,10,11,12,C,PER_55829eb6,Normal MCQ
Percussion Instruments,Question Papers of NET July 2018,Paper II,4,अभिकथन (A) तथा कारण (R) को पढ़े और नीचे दिये कूटों की सहायता से सही उत्तर दें : अभिकथन (A) : अवनद्ध वाद्यों के लिये एक शब्द वितत भी प्रयोग में आया है। कारण (R) : इस शब्द का प्रयोग मध्यकाल में ही प्राप्त होता है। कूट :,"(A) गलत है, किन्तु (R) सही है।","(A) सही है, किन्तु (R) गलत है।",(A) तथा (R) दोनों गलत हैं।,(A) तथा (R) दोनों सही हैं।,D,PER_33137bfa,Assertion and Reason
Percussion Instruments,Question Papers of NET July 2018,Paper II,5,निम्नलिखित में से कौनसा सही क्रम में लिखा गया है ?,"क्षण, लव, निमिष, काष्ठ","लव, क्षण, निमिष, काष्ठ","क्षण, लव, काष्ठ, निमिष","लव, क्षण, काष्ठ, निमिष",C,PER_f3742a98,Sequence / Ordering
Percussion Instruments,Question Papers of NET July 2018,Paper II,6,तार (ऊँचे स्वर) ध्वनि उत्पन्न करने के लिए किस पशु की खाल (चर्म) प्रयोग की जाती है :,ऊँट,बकरा,मगरमच्छ,भैंस,B,PER_252db5f0,Normal MCQ
Percussion Instruments,Question Papers of NET July 2018,Paper II,7,पंचमार्गी तालों में किस अंग का प्रयोग हुआ है ?,गुरु,काकपद,अणुद्रुत,द्रुत,A,PER_2f371fe5,Normal MCQ
Percussion Instruments,Question Papers of NET July 2018,Paper II,8,32 तिहाईयों का चक्र और उसके सूत्र किस ग्रंथ में वर्णित हैं ?,भातखंडे संगीत शास्त्र,संगीत चिन्तामणि,भारतीय संगीत वाद्य,भरत का संगीत सिद्धांत,B,PER_4b119968,Normal MCQ
Percussion Instruments,Question Papers of NET July 2018,Paper II,9,3 अप्रैल 2017 को किस प्रख्यात गायिका का निधन हुआ :,किशोरी अमोनकर,गिरिजा देवी,वीणा सहस्त्रबुद्धे,एम.एस. शुभलक्ष्मी,A,PER_edacf573,Normal MCQ
Percussion Instruments,Question Papers of NET July 2018,Paper II,10,नाट्यशास्त्र के अनुसार सशब्द क्रिया नहीं है :,ध्रुव,शम्पा,आवाप,सन्निपात,C,PER_e3b87f93,Identify the Incorrect Statement
Percussion Instruments,Question Papers of NET July 2018,Paper II,11,कुम्भ ताल में बेदम तिहाई का एक पल्ला कितने वर्णों का आयेगा ?,12,14,13,15,D,PER_495f58a7,Normal MCQ
Percussion Instruments,Question Papers of NET July 2018,Paper II,12,धमार की चक्रदार बिना परिवर्तित किये और किस ताल में बजाई जा सकती है।,चौताल,सूलताल,बड़ी सवारी,गजझंपा,B,PER_dd0e47c8,Normal MCQ
Percussion Instruments,Question Papers of NET July 2018,Paper II,13,"""नियत गति को संगीत में लय कहते हैं""",पं. ओंकार नाथ ठाकुर,प्रो. प्रेमलता शर्मा,ठाकुर जयदेव सिंह,डॉ. लालमणि मिश्रा,A,PER_40993173,Normal MCQ
Percussion Instruments,Question Papers of NET July 2018,Paper II,14,"""पाश्चात्य स्वरलिपि पद्धति एवं भारतीय संगीत"" पुस्तक की लेखिका हैं :",डॉ. स्वतंत्र शर्मा,डॉ. पंकज माला शर्मा,डॉ. सुभद्रा चौधरी,डॉ. प्रेमलता शर्मा,A,PER_b02f46fe,Normal MCQ
Percussion Instruments,Question Papers of NET July 2018,Paper II,15,"""अष्टोत्तर ताल लक्षणम्"" पुस्तक के अनुवादक हैं :",पं.विष्णु शर्मा,प्रो. प्रेमलता शर्मा,डॉ. पुरु दधीच,डॉ. सुभद्रा चौधरी,C,PER_0a242008,Normal MCQ
Percussion Instruments,Question Papers of NET July 2018,Paper II,16,सुमेलित कीजिए तथा कूट की सहायता से सही उत्तर बताइये : (a) त्रीताल (i) खेमटा (b) एकताल (ii) गजझंपा (c) पंचम सवारी (iii) लक्ष्मी (d) मत्त (iv) इकवाई कूट : (a) (b) (c) (d),(iv) (ii) (i) (iii),(iv) (i) (iii) (ii),(iv) (i) (ii) (iii),(iv) (iii) (ii) (i),C,PER_08e5927b,Match the List
Percussion Instruments,Question Papers of NET July 2018,Paper II,17,सोमेश्वर के अनुसार गंभीर ध्वनि वाला वाद्य ___ -,डफ,डक्कुली,ढोल,भेरी,D,PER_01cd2ad6,Fill in the Blank
Percussion Instruments,Question Papers of NET July 2018,Paper II,18,शारंगदेव ने हुडुक्का के लक्षण को ही ______ वाद्य का लक्षण बताया है।,चंग,झल्लरी,घडस,डिमडिमा,C,PER_f9847e8a,Fill in the Blank
Percussion Instruments,Question Papers of NET July 2018,Paper II,19,"""गीत वाद्यपादादिन्यासानां क्रियाकालयोः सम्यं लय""",नाट्यशास्त्र,संगीत चूडामणि,मानसोल्लास,अमर कोष,D,PER_82ae4052,Normal MCQ
Percussion Instruments,Question Papers of NET July 2018,Paper II,20,24 अक्टूबर 2017 को किस प्रख्यात गायिका का निधन हुआ ?,किशोरी अमोनकर,एम.एस. शुभलक्ष्मी,वीणा सहस्त्रबुद्धे,गिरिजा देवी,D,PER_3ebda141,Normal MCQ
Percussion Instruments,Question Papers of NET July 2018,Paper II,21,इनमें से कौन तबला वादिका नहीं हैं?,डॉ. योगमाया शुक्ल,डॉ. आबान इ. मिस्त्री,डॉ. अनुराधा पाल,डॉ. वीणा सहस्त्रबुद्धे,D,PER_7d54809d,Identify the Incorrect Statement
Percussion Instruments,Question Papers of NET July 2018,Paper II,23,तीनताल के एक आवर्तन में किन तीन तालों के एक आवर्तन की आड़ी आती है ?,दादरा- रुपक- रूद्रताल,एकताल- रूपक- कहरवा,दादरा - कहरवा-रूपक,रूपक- झपताल- रूद्रताल,A,PER_3a725b91,Normal MCQ
Percussion Instruments,Question Papers of NET July 2018,Paper II,24,अजराड़ा घराना के उ. शम्मू खाँ के पिता का नाम है :,उ. कुतुब बख्श,उ. हबीबउद्दीन खाँ,उ. हस्सू खाँ,उ. रफ़ीकुद्दीन खाँ,C,PER_4438aed7,Normal MCQ
Percussion Instruments,Question Papers of NET July 2018,Paper II,25,लल्ली मसीत खाँ के पिता का नाम है :,उ. इमाम अली,उ. नन्हें खाँ,उ. चाँद खाँ,उ. काले खाँ,C,PER_9dc222bc,Normal MCQ
Percussion Instruments,Question Papers of NET July 2018,Paper II,26,अभिकथन (A) तथा कारण (R) को पढ़ें और नीचे दिये गये कूट की सहायता से सही उत्तर दें : अभिकथन (A) : तबला वादन में शब्दालंकार दिखाई देते हैं। कारण (R) : अर्थालंकार का प्रयोग असंभव है। कूट :,(A) गलत है; किन्तु (R) सही है।,(A) सही है; किन्तु (R) गलत है।,(A) तथा (R) दोनों सही हैं।,(A) तथा (R) दोनों गलत हैं।,C,PER_6f19a922,Assertion and Reason
Percussion Instruments,Question Papers of NET July 2018,Paper II,27,पाश्चात्य संगीत में धीमी लय के लिये है :,मोडेराटो,लेन्टो,विवो,प्रेस्टो,B,PER_bcbb7fc6,Normal MCQ
Percussion Instruments,Question Papers of NET July 2018,Paper II,28,"""ताल छंद है और ठेका उसकी कविता"" उपर्युक्त कथन किस लेखक ने अपनी पुस्तक में लिखा है ?",पं. विजय शंकर मिश्र,पं. मधुकर गणेश गोडबोले,पं. गिरीश चन्द्र श्रीवास्तव,पं. छोटेलाल मिश्र,A,PER_57cc9bf5,Normal MCQ
Percussion Instruments,Question Papers of NET July 2018,Paper II,29,छायानट पत्रिका का प्रकाशन कहाँ से होता है?,उत्तर प्रदेश संगीत नाटक अकादमी,गुजरात संगीत नाटक अकादमी,मध्यप्रदेश संगीत नाटक अकादमी,दिल्ली संगीत नाटक अकादमी,A,PER_e4cdc5c0,Normal MCQ
Percussion Instruments,Question Papers of NET July 2018,Paper II,30,कर्नाटक संगीत में कितनी ताल पद्धतियों का प्रचार रहा ?,4,5,6,3,D,PER_98a60b0d,Normal MCQ
Percussion Instruments,Question Papers of NET July 2018,Paper II,31,सुमेलित कीजिये : कलाकार 					पुरस्कार (a) पं. सामता प्रसाद रत्न सदस्य 			(i) 1977 (b) स्वामी पागलदास - अकादमी पुरस्कार 		(ii) 1990 (c) पं. किशन महाराज - कालिदास सन्मान 		(iii) 1997 (d) प्रो. लालजी श्रीवास्तव - स्वर साधना रत्न 		(iv) 1971 कूट : (a) (b) (c) (d),(iv) (ii) (i) (iii),(iv) (i) (ii) (iii),(iv) (i) (iii) (ii),(ii) (iii) (iv) (i),C,PER_d87a71a8,Match the List
Percussion Instruments,Question Papers of NET July 2018,Paper II,32,कालक्रम अनुसार अजराड़ा घराने के तबला वादकों को बढ़ते क्रम में लिखें :,"उ. मंजू खाँ, उ. हस्सू खाँ, उ. शम्मू खाँ, उ. हबीबुद्दीन खाँ","उ. हस्सू खाँ, उ. शम्मू खाँ, उ. हबीबुद्दीन खाँ, उ. मंजू खाँ","उ. शम्मू खाँ, उ. हस्सू खाँ, उ. हबीबुद्दीन खाँ, उ. मंजू खाँ","उ. हबीबुद्दीन खाँ, उ. मंजू खाँ, उ. शम्मू खाँ, उ. हस्सू खाँ",B,PER_18aad51b,Sequence / Ordering
Percussion Instruments,Question Papers of NET July 2018,Paper II,33,कौन सा अवनद्ध वाद्य अंग वाद्य की श्रेणी का नहीं है ?,मृदंग,दर्दर,पटह,पणव,C,PER_40c01737,Identify the Incorrect Statement
Percussion Instruments,Question Papers of NET July 2018,Paper II,34,विभिन्न पात्रों के अभिनय पक्ष में लय के आधार पर पद संचालन का विस्तृत निरूपण किया है :,संगीत कलाधर,नाट्यशास्त्र,ताल मार्तण्ड,ताल शास्त्र,B,PER_cce63a99,Normal MCQ
Percussion Instruments,Question Papers of NET July 2018,Paper II,35,सोमनाथ कवि ने 108 तालों के विवेचन में कितनी तालों को 'शुद्धताल' कहा है ?,25,27,28,24,B,PER_84e0d0ba,Normal MCQ
Percussion Instruments,Question Papers of NET July 2018,Paper II,36,पं. अरविंद मुलगाँवकर का निधन हुआ :,27 फरवरी 2018,29 फरवरी 2018,12 फरवरी 2018,20 फरवरी 2018,A,PER_87ebcdb1,Normal MCQ
Percussion Instruments,Question Papers of NET July 2018,Paper II,37,एक प्रसिद्धि तबला वादक जिन्होंने डर्टिंगटन कालेज ऑफ आर्ट्स लंदन में शिक्षण कार्य भी किया :,उ. शफात अहमद खाँ,उ. लतीफ अहमद खाँ,उ. इनाम अली खाँ,उ. छम्मा खाँ,B,PER_cf37dd16,Normal MCQ
Percussion Instruments,Question Papers of NET July 2018,Paper II,38,"चौताल, गजझंपा तथा सूल ताल में समान रूप से बजने वाली रचना कितने मात्रा की होगी?",60 मात्रा,45 मात्रा,48 मात्रा,50 मात्रा,A,PER_d774f354,Normal MCQ
Percussion Instruments,Question Papers of NET July 2018,Paper II,39,तीनताल के एक आवर्तन में किन्हीं दो तालों के एक आवर्तन की आड़ी आती है :,रूपक - तीव्रा,जतताल - बड़ी सवारी,चौताल - खेमटा,गजझंपा - पंचम सवारी,C,PER_2f0ed811,Normal MCQ
Percussion Instruments,Question Papers of NET July 2018,Paper II,40,किस तबला वादक ने महाराष्ट्र नाटक कम्पनी में तबला वादन करके लोकप्रियता प्राप्त की ?,उ. अमीर हुसैन खाँ,उ. मुनीर खाँ,उ. चुड़ीयावाले इमाम बख्श,उ. अहमद जान थिरकवा,D,PER_09f62953,Normal MCQ
Percussion Instruments,Question Papers of NET July 2018,Paper II,41,उ. हाजी विलायत अली खाँ की गतों के जवाबी जोड़े किस तबला वादक ने किये ?,उ. सलारी मियाँ,उ. मोदू खाँ,उ. मम्मू खाँ,उ. आबिद हुसैन,A,PER_17f916f3,Normal MCQ
Percussion Instruments,Question Papers of NET July 2018,Paper II,42,निम्न पाश्चात्य वाद्य-वृन्द में से कौन सा अति विशाल वाद्य-वृन्द है ?,सोनेटा,सिम्फनी,आपेरा,कान्सर्टो,B,PER_c6dda2f6,Normal MCQ
Percussion Instruments,Question Papers of NET July 2018,Paper II,43,पाश्चात्य संगीत में प्रचलित स्वरलिपि पद्धतियों को आरोही क्रम में लिखिए :,"न्यूम्स पद्यति, सोल्फा पद्यति, चीह्व पद्यति, स्टाफ पद्यति","सोल्फा पद्यति, न्यूम्स पद्यति, चीह्व पद्यति, स्टाफ पद्यति","स्टाफ पद्यति, चीह्व पद्यति, न्यूम्स पद्यति, सोल्फा पद्यति","सोल्फा पद्यति, चीह्व पद्यति, न्यूम्स पद्यति, स्टाफ पद्यति",B,PER_f455d189,Sequence / Ordering
Percussion Instruments,Question Papers of NET July 2018,Paper II,44,पं. शारदा सहाय को उत्तर प्रदेश संगीत नाटक अकादमी पुरस्कार किस सन् में प्राप्त हुआ ?,1986,1987,1971,1972,B,PER_68cc4981,Normal MCQ
Percussion Instruments,Question Papers of NET July 2018,Paper II,45,संगीत राज' के लेखक हैं :,नंदिकेश्वर,नान्यदेव,राणा कुंभा,सिंह भूपाल,C,PER_6198e8f3,Normal MCQ
Percussion Instruments,Question Papers of NET July 2018,Paper II,46,निम्नलिखित को सुमेलित कीजिए : (a) दिव्य लघु 	(i) 6 (b) सिंह लघु 	(ii) 10 (c) वर्ण लघु 	(iii) 8 (d) वाद्य लघु	(iv) 12 कूट : (a) (b) (c) (d),(i) (iii) (ii) (iv),(iii) (i) (ii) (iv),(ii) (i) (iv) (iii),(iv) (i) (ii) (iii),A,PER_259b2671,Match the List
Percussion Instruments,Question Papers of NET July 2018,Paper II,47,निम्नलिखित तालों को ताली की संख्या के आधार पर बढ़ते क्रम में लिखिए :,"बसंत ताल, फरोदस्त ताल, रास ताल, अष्टमंगल ताल","रास ताल, अष्टमंगल ताल, बसंत ताल, फरोदस्त ताल","अष्टमंगल ताल, रास ताल, फरोदस्त ताल, बसंत ताल","फरोदस्त ताल, बसंत ताल, रास ताल, अष्टमंगल ताल",D,PER_8ff87e42,Sequence / Ordering
Percussion Instruments,Question Papers of NET July 2018,Paper II,48,वैदिक साहित्य में सर्वाधिक उल्लेख है :,दुंदुभि,ढवस,ढोल,डक्कुली,A,PER_bade0908,Normal MCQ
Percussion Instruments,Question Papers of NET July 2018,Paper II,49,प्राचीन 108 तालों की 'चर्चरी ताल' में कितने अंग हैं ?,26,22,32,28,C,PER_2e566be0,Normal MCQ
Percussion Instruments,Question Papers of NET July 2018,Paper II,50,भरत के मतानुसार काव्य के प्रकार हैं :,दो,तीन,चार,पाँच,A,PER_46454d35,Normal MCQ
Percussion Instruments,Question Papers of NET July 2018,Paper II,51,उ. आबिद हुसैन खाँ ने किस सन् में मेरिस म्यूजिक कालेज लखनऊ में अध्यापन कार्य किया ?,1932 से 1940,1920 से 1938,1926 से 1936,1925 से 1939,C,PER_c2612af4,Normal MCQ
Percussion Instruments,Question Papers of NET July 2018,Paper II,52,पखावज के जावली घराने से सम्बन्धित है :,पं. कृपाल राय,पं. रामाशीष पाठक,पं. रमाकान्त पाठक,पं.पागलदास,A,PER_2feffeb2,Normal MCQ
Percussion Instruments,Question Papers of NET July 2018,Paper II,53,अभिकथन (A) तथा कारण (R) को पढ़ें और नीचे दिये कूट की सहायता से सही उत्तर दें : अभिकथन (A) : गायकी के अनुरूप उपज अंग की साथ-संगत से उचित परिणाम साध्य होता है। कारण (R) : बैठे बिठाए टुकडे सहसा काम नहीं आते हैं। कूट :,"(A) गलत है, किन्तु (R) सही है।","(A) सही है, किन्तु (R) गलत है।",(A) तथा (R) दोनों गलत हैं।,(A) तथा (R) दोनों सही हैं।,D,PER_0b0e4425,Assertion and Reason
Percussion Instruments,Question Papers of NET July 2018,Paper II,54,तीनताल के एक आवर्तन में किन्हीं दो तालों के एक आवर्तन की कुआड़ी आती है।,तीव्रा - जयमंगल,झपताल - रुद्र,रुद्र - मणि,पंचमसवारी - दादरा,A,PER_20953518,Normal MCQ
Percussion Instruments,Question Papers of NET July 2018,Paper II,55,रवीन्द्र संगीत की सात तालों में क्या नहीं दर्शाया गया है ?,विभाग,मात्रा संख्या,खाली का विभाग,जाति,C,PER_b4bba437,Identify the Incorrect Statement
Percussion Instruments,Question Papers of NET July 2018,Paper II,56,"उ.अल्लारख्खा खाँ को सुर सिंगार संसद बम्बई द्वारा ""ताल विलास"" सम्मान किस सन् में प्राप्त हुआ ?",1977,1965,1960,1970,B,PER_df5c458a,Normal MCQ
Percussion Instruments,Question Papers of NET July 2018,Paper II,57,"""भारतीय संगीत का इतिहास"" के लेखक हैं :",लालमणि मिश्रा,शरदचन्द्र श्रीधर परांजपे,गोविंद राव राजुरकर,पुरु दधिच,B,PER_00771109,Normal MCQ
Percussion Instruments,Question Papers of NET July 2018,Paper II,58,सप्तातालों में किस ताल में सबसे अधिक लघु का प्रयोग हुआ है :,मठताल,ध्रुवताल,त्रिपुटताल,अठताल,B,PER_fd242342,Normal MCQ
Percussion Instruments,Question Papers of NET July 2018,Paper II,59,सुमेलित कीजिए : (a) बसंत ताल की बिआड एक आवर्तन में 		(i) 8 (b) धमार ताल की बिआड एक आवर्तन में 		(ii) (c) बड़ी सवारी ताल की बिआड एक आवर्तन में 	(iii) (d) विष्णु ताल की कुआड एक आवर्तन में 		(iv) कूट : (a) (b) (c) (d),(ii) (i) (iii) (iv),(ii) (iii) (i) (iv),(i) (ii) (iii) (iv),(ii) (i) (iv) (iii),D,PER_12b21c21,Match the List
Percussion Instruments,Question Papers of NET July 2018,Paper II,60,लखनऊ घराने के तबला वादकों को बढ़ते क्रम में कालक्रमानुसार लिखिए :,"उ. मम्मू खाँ, उ. मोहम्मद खाँ, उ. मोदू खाँ, उ. बख्शू खाँ","उ. मोदू खाँ, उ. बख्शू खाँ, उ. मम्मू खाँ, उ. मोहम्मद खाँ","उ. बख्शू खाँ, उ. मोदू खाँ, उ. मोहम्मद खाँ, उ. मम्मू खाँ","उ. मोहम्मद खाँ, उ. मोदू खाँ, उ. मम्मू खाँ, उ. बख्शू खाँ",B,PER_896890d2,Sequence / Ordering
Percussion Instruments,Question Papers of NET July 2018,Paper II,61,शारंगदेव के पटह को कितने रूपों में प्रस्तुत किया है ?,दो,तीन,चार,पाँच,A,PER_5e5ac014,Normal MCQ
Percussion Instruments,Question Papers of NET July 2018,Paper II,62,अभिनव ताल मंजरी में कितने तालों का वर्णन है?,20,25,30,35,B,PER_de5e4028,Normal MCQ
Percussion Instruments,Question Papers of NET July 2018,Paper II,63,वेद के छः अंगों में है :,लय,ताल,छंद,श्रुति,C,PER_cb35e6d8,Normal MCQ
Percussion Instruments,Question Papers of NET July 2018,Paper II,64,किस कलाकार को तबले का कोषाध्यक्ष कहा जाता है ?,उ. नज्जू मियाँ,पं. भगत जी,पं. लल्लन बाबू,पं. बिक्कू जी,B,PER_8b372a94,Normal MCQ
Percussion Instruments,Question Papers of NET July 2018,Paper II,65,स्वामी रामदास के गुरु हैं :,पं. मदन मोहन उपाध्याय,पं. रामजी उपाध्याय,पं. केशव जी,पं. बाबा ठाकुर दास,A,PER_1bb16fca,Normal MCQ
Percussion Instruments,Question Papers of NET July 2018,Paper II,66,तीनताल के एक आवर्तन में किन तीन तालों के एक आवर्तन की बिआड़ी आती है?,विष्णु - शिखर - दादरा,एकताल - झपताल - मत्त,दादरा - झपताल - एकताल,झपताल - एकताल - रूपक,C,PER_6cd1b1fc,Normal MCQ
Percussion Instruments,Question Papers of NET July 2018,Paper II,67,तालफेरता' शब्द किस प्रकार के संगीत में प्रयुक्त होता है ?,कर्नाटक संगीत,पाश्चात्य संगीत,रवीन्द्र संगीत,हिन्दुस्तानी संगीत,C,PER_2970c379,Normal MCQ
Percussion Instruments,Question Papers of NET July 2018,Paper II,68,दिल्ली के बड़े काले खाँ के पौत्र थे :,उ. बोली बख्श,उ. गुलाम खाँ,उ. नथ्थू खाँ,उ. मुनीर खाँ,C,PER_345b137d,Normal MCQ
Percussion Instruments,Question Papers of NET July 2018,Paper II,69,दिल्ली के उ. चाँद खाँ के पौत्र थे :,उ. लंगड़े हुसन,उ. घसीट खाँ,उ. नन्हें खाँ,उ. फज़ली खाँ,A,PER_4e191879,Normal MCQ
Percussion Instruments,Question Papers of NET July 2018,Paper II,70,पाश्चात्य संगीत की ऐसी वाद्य रचना जो किसी नाटक (Acts) के मध्य में बजाई जाती है उसे कहते हैं :,एट्यूड,इन्टरल्यूड,इन्टोनेशन,ओपस,B,PER_4bb7521b,Normal MCQ
Percussion Instruments,Question Papers of NET July 2018,Paper II,71,"डॉ. आबान मिस्त्री को ""द फस्ट लेडी ऑफ इंडिया"" पुरस्कार महामहिम राष्ट्रपति जी के द्वारा किस सन् में दिया गया ?",1981,2018,1991,2008,B,PER_ffa14502,Normal MCQ
Percussion Instruments,Question Papers of NET July 2018,Paper II,72,"""भारत का संगीत सिद्धांत' के लेखक हैं :",नान्यदेव,रामकृष्ण कवि,नन्दिकेश्वर,कैलाशचन्द्र बृहस्पति,D,PER_9b4307f7,Normal MCQ
Percussion Instruments,Question Papers of NET July 2018,Paper II,73,सप्ततालों में किस अंग का प्रयोग नहीं हुआ है ?,अणुद्रुत,प्लुत,लघु,द्रुत,B,PER_4d1e3d4c,Normal MCQ
Percussion Instruments,Question Papers of NET July 2018,Paper II,74,सुमेलित कीजिए तथा कुट की सहायता से सही उत्तर बताईये : ( कलाकार )      		(अकादमी पुरस्कार ) (a) पं. नंदन मेहता  	(i) 2009 (b) पं. लक्ष्मण सिंह सिन   (ii) 2007 (c) पं. ई.एम. सुब्रमण्यम 	(iii) 2004 (d) पं. सुरेश तलवलकर 	(iv) 2011 कूट : (a) (b) (c) (d),(i) (iii) (iv) (ii),(ii) (i) (iv) (iii),(iv) (iii) (i) (ii),(ii) (iv) (iii) (i),B,PER_32570120,Match the List
Percussion Instruments,Question Papers of NET July 2018,Paper II,75,निम्नलिखित में से कौन सही क्रम में लिखा गया है ?,"स्त्रोतोगता, गोपुच्छ, मृदंगा, पीपिलिका","गोपुच्छ, स्रोतोगता, मृदंगा, पीपिलिका","स्रोतोगता, मृदंगा, गोपुच्छ, पीपिलिका","स्रोतोगता, पीपिलिका, मृदंगा, गोपुच्छ",A,PER_f1f55213,Sequence / Ordering
Percussion Instruments,Question Papers of NET July 2018,Paper II,76,भरतकाल में अवनद्ध वाद्यों के स्वतन्त्र वाद्य वृन्द में प्रमुख स्थान प्राप्त था :,मुरज वादक,पटह वादक,पणव वादक,दुन्दुभी वादक,C,PER_e1667652,Normal MCQ
Percussion Instruments,Question Papers of NET July 2018,Paper II,77,भरत ने 'विद्ध' का प्रयोग किया है :,वाद्य प्रकार के लिए,वाद्य को स्वर प्रदान के लिए,वादन विधि के लिए,वाद्य निर्माण के लिए,C,PER_13ff8d80,Normal MCQ
Percussion Instruments,Question Papers of NET July 2018,Paper II,78,डॉ. अरुण कुमार सेन के अनुसार उत्तर भारत में प्रचलित शास्त्रीय तालों की कितनी श्रेणियाँ हैं ?,2,5,6,8,B,PER_84317ef3,Normal MCQ
Percussion Instruments,Question Papers of NET July 2018,Paper II,79,पं. जवाहरलाल नेहरू के संगीत कलाकार प्रतिनिधि मंडल में किस तबला वादक ने अपनी प्रथम विदेश यात्रा की थी ?,पं. सामता प्रसाद,उ. अहमद जान थिरकवा,उ. अफाक हुसेन खाँ,पं. निखिल घोष,A,PER_0143a6ea,Normal MCQ
Percussion Instruments,Question Papers of NET July 2018,Paper II,80,पखावज वादक पं. शंकर भइया घोरपरकर के पुत्र एवं शिष्य हैं :,पं. यशवंत राव,पं. शंकर राव,पं. वसन्त राव,पं. बलवन्त राव,C,PER_ddb535ff,Normal MCQ
Percussion Instruments,Question Papers of NET July 2018,Paper II,81,जतताल के एक आवर्तन में किन दो तालों के एक आवर्तन की बिआड़ी आती है ?,यतिशिखर - रुद्र,शिखर - पंचम सवारी,गजझंपा - पंचम सवारी,गजझंपा - जयमंगल,D,PER_6f3186d8,Normal MCQ
Percussion Instruments,Question Papers of NET July 2018,Paper II,83,उ. मेहबूब खाँ मिरजकर के गुरु हैं :,उ. मोदू खाँ,उ. जमाल खाँ,उ. अल्लादियाँ खाँ अमरावती वाले,उ. चाँद खाँ बिजनौरी,C,PER_0cee889d,Normal MCQ
Percussion Instruments,Question Papers of NET July 2018,Paper II,84,उ. कल्लू खाँ के गुरु :,उ. लंगड़े अहमदअली,उ. मोदु खाँ,उ. मीरू खाँ,उ. सिताब खाँ,D,PER_fbba6c4c,Normal MCQ
Percussion Instruments,Question Papers of NET July 2018,Paper II,85,पाश्चात्य संगीत में सामान्य द्रुत लय के लिए है :,लेन्टो,ग्रेव,अलेग्रो,लारगो,C,PER_b20b6e03,Normal MCQ
Percussion Instruments,Question Papers of NET July 2018,Paper II,86,"""नाट्यशास्त्र 28वाँ अध्याय"" पुस्तक के लेखक हैं :",डा. अरूण कुमार सेन,ठाकुर जयदेव सिंह,डा. प्रेमलता शर्मा,आचार्य बृहस्पती,D,PER_0a1dfbcb,Normal MCQ
Percussion Instruments,Question Papers of NET July 2018,Paper II,87,भरत के अनुसार 'वाक अक्षरों' को सुमेलित कीजिए : (a) त्रिपुस्कर के दाहिने मुख से 	(i) क ट ढ त थ र (b) बाँए मुख से 			(ii) घ म ह (c) उर्ध्वक मुख से 		(iii) ग द (d) अलिंग्यक मुख से 		(iv) ख ठ ड ध ल कूट : (a) (b) (c) (d),(i) (ii) (iii) (iv),(ii) (i) (iii) (iv),(iv) (iii) (i) (ii),(iii) (ii) (iv) (i),A,PER_0fd49331,Match the List
Percussion Instruments,Question Papers of NET July 2018,Paper II,88,"""लय तो विश्व के सभी प्रकार के संगीत में विद्यमान हैं, किन्तु ताल केवल भारतीय संगीत की विशेषता है""। उपर्युक्त कथन किस पुस्तक के आमुख का अंश है।",तबला शास्त्र,ताल मार्तण्ड,पखावज और तबला के घराने एवं परम्परायें,भारतीय तालों का शास्त्रीय विवेचन,C,PER_73838056,Normal MCQ
Percussion Instruments,Question Papers of NET July 2018,Paper II,89,तालप्राण' पुस्तक के लेखक हैं :,डॉ. जमुना प्रसाद पटेल,डॉ. अमित वर्मा,डॉ. महेन्द्र प्रसाद शर्मा,डॉ. सुधांशु पाण्डे,D,PER_16e024fd,Normal MCQ
Percussion Instruments,Question Papers of NET July 2018,Paper II,90,निम्नलिखित तालों को ताली के आधार पर बढ़ते क्रम में लिखिए :,"पश्तो ताल, भानुमती ताल, फरोदस्त ताल, बसंत ताल","भानुमती ताल, पश्तो ताल, बसंत ताल, फरोदस्त ताल","बसंत ताल, भानुमती ताल, पश्तो ताल, फरोदस्त ताल","फरोदस्त ताल, भानुमती ताल, बसंत ताल, पश्तो ताल",A,PER_8de48cd3,Sequence / Ordering
