subject,exam_name,paper_number,question_number,question_text,option_a,option_b,option_c,option_d,correct_answer,unique_question_id,question_type
Drama and theatre,Question Papers of NET July 2016,Paper II,23,जुलियस सीजर' नाटक में पात्रों के आगमन के अनुसार उनका सही क्रम बताएँ :,"कैलपूर्णिया, एन्टोनी, सूथसेयर, कास्का, सीजर","कास्का, कैलपूर्णिया, सीसर, एन्टोनी, सूथसेयर","सीजर, कास्का, कैलपूर्णिया, एन्टोनी, सूथसेयर","सूथसेयर, कास्का, सीसर, एन्टोनी, कैलपूर्णिया",D,DRA_5693702d,Sequence / Ordering
Drama and theatre,Question Papers of NET July 2016,Paper II,24,विषम का पता लगाइए :,द ऑड कपल,द राइड डाउन माउंट मॉर्गेन,प्लाज़ा स्यूट,दि लास्ट ऑफ दि रेड हॉट लवर्स,D,DRA_8bbc750b,Identify the Incorrect Statement
Drama and theatre,Question Papers of NET July 2016,Paper II,25,दासकथिया का संबंध किससे है ?,कश्मीर,ओड़ीशा,असम,महाराष्ट्र,B,DRA_0abe14f1,Normal MCQ
Drama and theatre,Question Papers of NET July 2016,Paper II,26,सूची - I की मदों को सूची - II के साथ सुमेलित करें : सूची - I 							सूची - II A. आपस में जोड़कर बनाई गई स्टेज प्रोपर्टी 		i. नेपथ्य B. मैकेनिकल तरीकों को अपनाकर बनाई गई स्टेज प्रोपर्टी 	ii. संधिम C. रैपिंग द्वारा तैयार किए गए मॉडल 			iii. व्याजिम D. स्टेज़ क्राफ्ट 						iv. वेष्टित कूट : A B C D,iv ii iii i,ii iii iv i,iii i ii iv,i iv iii ii,B,DRA_a391da41,Match the List
Drama and theatre,Question Papers of NET July 2016,Paper II,27,"अभिकथन (A) : ग्रीक त्रासदी (ट्रेजेडी) का मूल विचार है कि मानव, भावनाओं की व्यर्थता का अहसास करता है और स्वयं अपने महत्व को स्वीकार करता है । तर्क (R) : त्रासदी का सबसे बड़ा लाभ यातना के माध्यम से आत्म-ज्ञान है । कूट :","(A) गलत है, पर (R) सही है ।","(A) सही है, पर (R) गलत है ।",(A) और (R) दोनों गलत हैं ।,(A) और (R) दोनों सही हैं।,D,DRA_6b21fff4,Assertion and Reason
Drama and theatre,Question Papers of NET July 2016,Paper II,28,निम्नलिखित पात्रों को जेनिजी विलियम्स के नाटक ‘ए स्ट्रीटकार नेम्ड डिजायर' में उनके आगमन के अनुसार व्यवस्थित कीजिए :,"स्टेनली, स्टेला, ब्लांश, यूनिस","स्टेला, स्टेनली, यूनिस, ब्लांश","स्टेनली, स्टेला, यूनिस, ब्लांश","स्टेला, यूनिस, स्टेनली, ब्लांश",D,DRA_fa1eae3e,Sequence / Ordering
Drama and theatre,Question Papers of NET July 2016,Paper II,29,विषम का पता लगाइए :,द्रौपदी,चित्रांगदा,हिडिम्बा,सुभद्रा,D,DRA_fe8b4183,Identify the Incorrect Statement
Drama and theatre,Question Papers of NET July 2016,Paper II,30,किसके द्वारा कम्पोजिशन में बल (इम्फेसिस) दिया जा सकता है ?,सिमिलारिटी,कांट्रास्ट,इक्वालिटी,इन्टिग्रेशन,C,DRA_df157fe4,Normal MCQ
Drama and theatre,Question Papers of NET July 2016,Paper II,31,सूची - I की मदों को सूची - II के साथ सुमेलित करें : सूची -I 		सूची - II A. कपिल 	i. आषाढ़ का एक दिन B. निक्षेप 	ii. एवं इन्द्रजीत C. सावित्री 	iii. हयवदन D. मानसी 	iv. आधे अधूरे कूट : A B C D,i ii iii iv,ii iv i iii,iii i iv ii,iv iii ii i,C,DRA_0137c876,Match the List
Drama and theatre,Question Papers of NET July 2016,Paper II,32,"अभिकथन (A) : अभिव्यंजनावाद आत्मनिष्ट स्थितियों को विरूपण, आघातपूर्ण एवं प्रायः बेतुकी छवियों और गीतधर्मी अयथार्थवादी संवादों द्वारा नाटकीय बनाने का एक प्रयास था । तर्क (R) : अभिव्यंजनवादी नायक या नायिका ने आमतौर पर समाज के यांत्रिक दृष्टिकोण (मेकेनिस्टिक विज़न ऑफ सोसायटी) की हिमायत की । कूट :",(A) और (R) दोनों सही हैं ।,(A) और (R) दोनों गलत हैं ।,(A) सही और (R) गलत है ।,(A) गलत और (R) सही है ।,A,DRA_2ced5d01,Assertion and Reason
Drama and theatre,Question Papers of NET July 2016,Paper II,33,भौगोलिक उत्पत्ति के संदर्भ में उत्तर से दक्षिणी सही क्रम का चयन करें :,"पाला, नक्काल, ख्याल, बुर्राकथा","नक्काल, ख्याल, पाला, बुर्राकथा","बुर्राकथा, पाला, ख्याल, नक्काल","नक्काल, ख्याल, बुर्राकथा, पाला",D,DRA_fe8338d5,Sequence / Ordering
Drama and theatre,Question Papers of NET July 2016,Paper II,34,निम्न में से कौन सा डिजाइन का एलिमेंटं नहीं है ?,कलर्स,टेक्सचर्स,रिद्म,लाइन्स,D,DRA_618a51de,Identify the Incorrect Statement
Drama and theatre,Question Papers of NET July 2016,Paper II,35,चेष्टाकृत किसका भाग है ?,अंगिका अभिनय,आहार्य अभिनय,सात्विक अभिनय,वाचिक अभिनय,C,DRA_ed55a8a6,Normal MCQ
Drama and theatre,Question Papers of NET July 2016,Paper II,36,सूची - I की मदों को सूची - II के साथ सुमेलित करें : सूची - I 			सूची - II A. यूजिन स्क्राइब 	i. रूस B. लैनफॉर्ड विल्सन 	ii. नॉर्वे C. इवान तूर्गनेव 		iii. अमेरिका D. हैनरिक इबसन 	iv. फ्रांस कूट : A B C D,ii i iii iv,iv iii i ii,iii ii iv i,i iv iii ii,B,DRA_b3c62cc6,Match the List
Drama and theatre,Question Papers of NET July 2016,Paper II,37,अभिकथन (A) : महाराष्ट्र में रूचिपूर्ण नाट्य शैली दशावतार बहुत प्रसिद्ध है । कारण (R) : दशावतार पौराणिक विषयों के उत्कृष्ट प्रस्तुतिकरण हेतु प्रसिद्ध है । कूट :,(A) और (R) दोनों सही हैं ।,(A) और (R) दोनों गलत हैं ।,"(A) सही है, (R) गलत है ।","(A) गलत है, (R) सही है ।",A,DRA_e5c7f510,Assertion and Reason
Drama and theatre,Question Papers of NET July 2016,Paper II,38,भौगोलिक उत्पति के आधार पर निम्नलिखित थिएटरों का सही क्रम बताएँ :,"पृथ्वी थिएटर, मेघदूत थिएटर, स्टार थिएटर, अन्नपूर्णा थिएटर, अंतरंग थिएटर","मेघदूत थिएटर, पृथ्वी थिएटर, अंतरंग थिएटर, अन्नपूर्णा थिएटर, स्टार थिएटर","अन्नपूर्णा थिएटर, स्टार थिएटर, मेघदूत थिएटर, पृथ्वी थिएटर, अंतरंग थिएटर","मेघदूत थिएटर, स्टार थिएटर, अंतरंग थिएटर, अन्नपूर्णा थिएटर, पृथ्वी थिएटर",D,DRA_f51c394c,Sequence / Ordering
Drama and theatre,Question Papers of NET July 2016,Paper II,39,विषम को चुनिए :,आरभटी,कैशिकी,सात्वती,पांचाली,D,DRA_4fae8de8,Identify the Incorrect Statement
Drama and theatre,Question Papers of NET July 2016,Paper II,40,मणि मधुकर का रस गंधर्व किस परंपरागत नाट्य स्वरूप पर आधारित है ?,राजस्थानी ख्याल,यक्षगान,दशावतार,बाइलट्टा,D,DRA_ffb765a5,Normal MCQ
Drama and theatre,Question Papers of NET July 2016,Paper II,41,सूची - I की मदों को सूची - II के साथ सुमेलित करें : सूची - I 		सूची - II A. कर्ण 		i. गदा B. दुर्योधन 	ii. पादुका C. राम 		iii. कुडंल D. भरत 	iv. शिवधनुष कूट : A B C D,iii i iv ii,i ii iii iv,iv iii ii i,ii iv i iii,A,DRA_3ed4b757,Match the List
Drama and theatre,Question Papers of NET July 2016,Paper II,42,अभिकथन (A) : डिजाइन की कला में प्रकृति के नियम को परिभाषित किया जाता है क्योंकि कला के सभी रूप प्रकृति से प्राप्त किए जाते हैं। तर्क (R) : थिएटर डिजाइन में प्रकृति की सदैव पुनर्व्याख्या की गई है । कूट :,"(A) गलत है, पर (R) सही है ।",(A) और (R) दोनों गलत हैं ।,"(A) सही है, और (R) गलत है ।",(A) और (R) दोनों सही हैं।,C,DRA_34d54836,Assertion and Reason
Drama and theatre,Question Papers of NET July 2016,Paper II,43,निम्नलिखित रस-टीकाकारों का सही क्रम बताएँ :,"शंकुक, भट्ट नायक, अभिनव गुप्त, भट्ट लोल्लट","भट्ट नायक, अभिनव गुप्त, शंकुक, भट्ट लोल्लट","अभिनव गुप्त, भट्ट लोल्लट, भट्ट नायक, शंकुक","भट्ट लोल्लट, शंकुक, भट्ट नायक, अभिनव गुप्त",B,DRA_aa27f129,Sequence / Ordering
Drama and theatre,Question Papers of NET July 2016,Paper II,44,इंडियन नेशनल थिएटर (आई.एन.टी.) के नाटकों में से विषम को चुनिए :,मोगराना सांप,मोती वेराणा चोकमा,कोइनो लाडकवायो,माणस नामे कारागार,B,DRA_d6b05f0a,Identify the Incorrect Statement
Drama and theatre,Question Papers of NET July 2016,Paper II,45,मेडिवल थिएटर के साइकिल प्लेज़ किससे संबंधित हैं ?,दैनिक जीवन से नैतिक शिक्षा,क्लासिकल मिथ,बाइबल से संबंधित घटनाएँ,युद्धोपरांत प्रभाव,C,DRA_1f610e58,Normal MCQ
Drama and theatre,Question Papers of NET July 2016,Paper II,46,सूची-I की मदों को सूची-II के साथ सुमेलित करें : सूची - I 			सूची - II A. एंद्रे ग्रेगोरी 		i. ओपन थिएटर B. जोसफ चैकिन 	ii. ब्रेड एंड पपेट थिएटर C. जुलियन बैक 		iii. मैनहट्टन थिएटर प्रोजेक्ट D. पीटर शचमैन 		iv. लिविंग थिएटर कूट : A B C D,iv ii iii i,iii i iv ii,ii iv i iii,iii ii i iv,A,DRA_37206c57,Match the List
Drama and theatre,Question Papers of NET July 2016,Paper II,47,अभिकथन (A) : ईहामृग प्रकार के रूपक की कहानी में विश्वास और धारणा के हेतु की कमी होती है । तर्क (R) : ईहामृग की विशेषता यह होती है कि उसमें दिव्य औरतों का उनकी इच्छा के विरुद्ध हरण होता है । कूट :,(A) और (R) दोनों सही हैं ।,"(A) सही है, (R) गलत हैं ।","(A) गलत है, (R) सही है ।",(A) और (R) दोनों गलत हैं ।,C,DRA_dd9508ed,Assertion and Reason
Drama and theatre,Question Papers of NET July 2016,Paper II,48,बिजॉन भट्टाचार्य के निम्नलिखित नाटकों का सही क्रम बताएँ :,"माराचंद, नबन्ना, धर्म गोला, आगुन","आगुन, नबन्ना, माराचंद, धर्म गोला","नबन्ना, आगुन, माराचंद, धर्म गोला","आगुन, नबन्ना, धर्म गोला, माराचंद",D,DRA_e0be3c8a,Sequence / Ordering
Drama and theatre,Question Papers of NET July 2016,Paper II,49,विषम को चुनिए :,विलियम शेक्सपीयर,क्रिस्टोफर मारलोव,सैम्यूल वूडवर्थ,हेनरी इरविंग,A,DRA_b6c3f3cd,Identify the Incorrect Statement
Drama and theatre,Question Papers of NET July 2016,Paper II,50,बेजिंग ओपेरा को किसका विधिसम्मत वंशज माना जा सकता है ?,बेगर्स ओपेरा,ज़ाजु,लीयु,रीचु,A,DRA_9da9ca73,Normal MCQ
Drama and theatre,Question Papers of NET July 2018,Paper II,1,सूची-I की मदों को सूची-II की मदों से सुमेलित करें : सूची-I 			सूची -II (a) सारिपुत्र प्रकरण 	(i) भवभूति (b) प्रतिज्ञा यौगन्धरायण 	(ii) विशाखदत्त (c) मालती माधव		(iii) अश्वघोष (d) मुद्रा राक्षस		(iv) भास कूट : (a) (b) (c) (d),(iii) (iv) (i) (ii),(iv) (i) (ii) (iii),(i) (ii) (iii) (iv),(ii) (iii) (iv) (i),A,DRA_4a67f60f,Match the List
Drama and theatre,Question Papers of NET July 2018,Paper II,2,अभिकथन (A) : बैरोंग प्रकार के पारम्परिक नृत्य और नृत्य-नाटिका रूप में मुखौटे विभिन्न जीवों का नाटकीय प्रकटीकरण है और वे अपने क्षेत्र के अनुष्ठानों से संबंधित नहीं है। कारण (R) : अपने संकीर्ण उपयोग में बैरोंग का अर्थ बाली में पाया जाने वाला एक विशाल 'बॉडी मास्क' है। कूट :,(A) और (R) दोनों सही हैं।,(A) और (R) दोनों गलत हैं।,"(A) सही है, लेकिन (R) गलत है।","(A) गलत है, लेकिन (R) सही है।",D,DRA_4d76ae21,Assertion and Reason
Drama and theatre,Question Papers of NET July 2018,Paper II,3,नाटक सखाराम बाइंडर के निम्नलिखित चरित्रों को उनके प्रस्तुत होने के क्रम में व्यवस्थित कीजिये :,"सखाराम, लक्ष्मी, दाऊद, चम्पा","सखाराम, चम्पा, लक्ष्मी, दाऊद","सखाराम, दाऊद, चम्पा, लक्ष्मी","दाऊद, सखाराम, चम्पा, लक्ष्मी",A,DRA_ed937142,Sequence / Ordering
Drama and theatre,Question Papers of NET July 2018,Paper II,4,टेनिसन विलियम्स के नाटकों के संदर्भ में विषम को चुनें :,मिसएलायंस,कैट ऑन ए हॉट टिन रूफ,समर एंड स्मोक,स्वीट बर्ड ऑफ यूथ,A,DRA_d632aa9e,Identify the Incorrect Statement
Drama and theatre,Question Papers of NET July 2018,Paper II,5,सारे विघ्नों का नाशक जर्जर नामक ध्वज किस देवता का है ?,विष्णु,इंद्र,ब्रह्मा,शिव,B,DRA_99c3c466,Normal MCQ
Drama and theatre,Question Papers of NET July 2018,Paper II,6,सूची-I की मदों को सूची-II के साथ सुमेलित करें : सूची-I 			सूची -II (a) लाकोन खोल 	(i) इन्डोनेशिया (b) जिन्गसी 		(ii) जापान (c) टोपेन्ग 		(iii) कम्बोडिया (d) शिंपा 		(iv) चीन कूट : (a) (b) (c) (d),(iii) (iv) (i) (ii),(iii) (iv) (i) (ii),(i) (ii) (iii) (iv),(iv) (iii) (ii) (i),B,DRA_e11faa56,Match the List
Drama and theatre,Question Papers of NET July 2018,Paper II,7,"अभिकथन (A) : सुरेश अवस्थी के अनुसार, ""लोक नाट्य किसी देश की पारम्परिक संस्कृति का सर्वाधिक समृद्ध एवं गहरी जड़ें जमा चुका अवयव होता है।"" कारण (R) : किस समुदाय के जीवन चक्र में चाहे यह किसी उत्सव अथवा समारोह का या अन्य कोई परिचित आम अवसर हो, वहाँ कोई न कोई रंगमंचीय प्रस्तुति होती है जिसमें गीत, नृत्य, मिथक और कथा सम्मिलित रूप से एक पूर्ण कला का रूप प्रदान करते हैं। कूट :",(A) और (R) दोनों गलत हैं।,(A) गलत है और (R) सही हैं।,(A) सही है और (R) गलत है।,(A) और (R) दोनों सही हैं।,C,DRA_6b63b1a1,Assertion and Reason
Drama and theatre,Question Papers of NET July 2018,Paper II,8,नाटकीय प्रस्तुति सिद्धांत के बारे में निम्नलिखित पुस्तकों के सही आरोही क्रम को चुनिए :,"टुवर्ड्स ए पुअर थिएटर, पॉएटिक्स, थिएटर ऑफ द ओप्रेस्ड, स्मॉल ओर्गेनम फोर द थिएटर","पॉएटिक्स, स्मॉल ओर्गेनम फोर द थिएटर, टुवर्ड्स ए पुअर थिएटर, थिएटर ऑफ द ओप्रेस्ड","थिएटर ऑफ द ओप्रेस्ड, टुवर्ड्स ए पुअर थिएटर, स्मॉल ओर्गेनम फोर द थिएटर, पॉएटिक्स","स्मॉल ओर्गेनम फोर द थिएटर, पॉएटिक्स, टुवर्ड्स ए पुअर थिएटर, थियटर ऑफ द ओप्रेस्ड",B,DRA_43161fca,Sequence / Ordering
Drama and theatre,Question Papers of NET July 2018,Paper II,9,विषम को चुनिए :,वासवादत्ता,शर्विलक,उदयन,पद्मावती,B,DRA_75e79e60,Identify the Incorrect Statement
Drama and theatre,Question Papers of NET July 2018,Paper II,10,अभिमन्यु के अश्वों की हत्या किसने की ?,कृपा,कृतवर्मा,द्रोण,अश्वत्थामा,B,DRA_9e3b4092,Normal MCQ
Drama and theatre,Question Papers of NET July 2018,Paper II,11,सूची - I की मदों को सूची - II के साथ सुमेलित करें : सूची - I 				सूची - II (a) मोहित चट्टोपाध्याय 		(i) वेडिंग एलबम (b) काल्लाकुरी नारायण राव 	(ii) केलू जन्मेजेय (c) आद्य रंगा चार्य 		(iii) वारा विक्रयम (d) गिरीश कर्नाड 		(iv) विल सेक्सपीअर कूट : (a) (b) (c) (d),(i) (ii) (iii) (iv),(iv) (i) (ii) (iii),(iv) (ii) (iii) (i),(iv) (iii) (ii) (i),D,DRA_e0724452,Match the List
Drama and theatre,Question Papers of NET July 2018,Paper II,12,"अभिकथन (A) : शेक्सपियर, ग्युथे, ह्यूगो की रचनाओं को और स्वयं अपने द्वारा रची गई प्रकृतिवादी देहाती त्रासदी 'द पॉवर ऑफ डार्कनेस' को 'मिथ्या कला' के उदाहरण के रूप में मानते हैं। कारण (R) : उनके अनुसार 'सच्ची कला' वह है, जो सार्वभौमिक, नैतिक और भावनात्मक होती है, किंतु संवेदनशीलता और चित्रांकन-कौशल विषयक विवरण में अतिशयात्मक नहीं होती। और, इनकी रचनाएँ इस मापदण्ड का उल्लंघन करती हैं। कूट :",(A) और (R) दोनों सही हैं।,(A) गलत है; (R) सही है।,(A) और (R) दोनों गलत हैं।,(A) सही है; (R) गलत है।,A,DRA_6f68f24b,Assertion and Reason
Drama and theatre,Question Papers of NET July 2018,Paper II,13,नाट्य शास्त्र के अनुसार निम्नलिखित वृत्तियों का सही क्रम बताइए :,"आरभटी, भारती, सात्त्वति, कैशिकी","भारती, सात्त्वति, कैशिकी, आरभटी","सात्त्वती, कैशिकी, आरभटी, भारती","कैशिकी, आरभटी, भारती, सात्त्वति",B,DRA_d5dbab1d,Sequence / Ordering
Drama and theatre,Question Papers of NET July 2018,Paper II,14,विषम को चुनिए :,ढोलक,मृदंगम,चिकारा,पुंग,C,DRA_f66432b2,Identify the Incorrect Statement
Drama and theatre,Question Papers of NET July 2018,Paper II,15,नाटक 'बापू' को किसने लिखा है ?,प्रेमानन्द गजवी,रामेश्वर प्रेम,नन्द किशोर आचार्य,अजय शुक्ल,C,DRA_007590eb,Normal MCQ
Drama and theatre,Question Papers of NET July 2018,Paper II,16,"सूची - I की मदों को सूची - II की मदों से सुमेलित करें : सूची - I 							सूची - II (a) प्ले डायरेक्टिंग-एनालिसिस,कम्युनिकेशन एंड स्टाइल 	(i) चार्ल्स मैगॉ (b) थिएट्रिकल डिजाइन एंड प्रोडक्शन 			(ii) टॉबी कोल और हेलन क्रिश चिनॉय (c) डायरेक्टिंग द प्ले 					(iii) जे. माइकल जिलेट (d) एक्टिंग इज बिलिविंग 					(iv) फ्रांसिस हॉज-माइकल मैकलैन कूट : (a) (b) (c) (d)",(ii) (iii) (iv) (i),(iv) (iii) (i) (ii),(iii) (iv) (ii) (i),(iv) (iii) (ii) (i),D,DRA_7ff6b229,Match the List
Drama and theatre,Question Papers of NET July 2018,Paper II,17,"अभिकथन (A) : संस्कृत नाटक को प्रदर्शित करने वाले बहुआयामी नट को अंग संचालन, वाणी एवं अलंकर (अर्थात आंगिक, वाचिक और आहार्य) द्वारा चरित्र के बाह्य रूप की निर्मिती से कहीं अधिक दक्षता प्राप्त करनी पड़ती है। कारण (R) : नाट्यशास्त्र के अनुसार नाट्य प्रदर्शन में कोई ऐसा अदृश्य तत्व (सत्त्व) होता है, ऐसी अस्पृश्य गुणवत्ता होती है, जो कि बाह्य रूप से परे दर्शकों के हृदय को, मनो-मस्तिष्क को छू लेती है - एक ऐसी प्रक्रिया, जो कि पाठ में निहित संवेदनाओं (सात्त्विक) से संबंधित होती है। कूट :",(A) और (R) दोनों गलत हैं।,(A) सही है; (R) गलत है।,(A) और (R) दोनों सही हैं।,"(A) गलत है, (R) सही है।",C,DRA_d795e179,Assertion and Reason
Drama and theatre,Question Papers of NET July 2018,Paper II,18,निम्नलिखित संगीत वाद्य यंत्रों को भारत के पूर्व से पश्चिम तक के उनके भौगोलिक उद्गम के सही क्रम में व्यवस्थित कीजिये :,"टिमकी, भूंगल, पेना, खोल","टिमकी, पेना, खोल, भूंगल","भूंगल, खोल, पेना, टिमकी","पेना, खोल, टिमकी, भूंगल",D,DRA_117d2e93,Sequence / Ordering
Drama and theatre,Question Papers of NET July 2018,Paper II,19,विषम का पता लगाइये :,अंधा युग,आगरा बाजार,चरण दास चोर,मिट्टी की गाड़ी,A,DRA_9bc9586e,Identify the Incorrect Statement
Drama and theatre,Question Papers of NET July 2018,Paper II,20,ए स्ट्रीट कार नेम्ड डिजायर' नाटक में अधीर और थकी हुई महिला प्रोटेगोनिस्ट अपनी बहन से मिलने उसके घर पर आती है। यहाँ पहुँचने पर उसके घर में किसी को न पाकर वह छोटे अपार्टमेंट में शराब की तलाश करती है और अपनी अधीरता दूर करने के लिए उसका सेवन करती है। इसमें हम किसकी ओर इंगित कर रहे हैं ?,लॉरा विंगफील्ड,अल्मा,हेड़ा,ब्लान्शे डुबोय,D,DRA_ebfd4452,Normal MCQ
Drama and theatre,Question Papers of NET July 2018,Paper II,21,सूची - I की मदों को सूची - II की मदों से सुमेलित करें : सूची - I 				सूची - II (a) भोज्य-रस; नाट्य रस 		(i) भट्ट नायक (b) तद्-रूप-अनुसंधान 		(ii) भरत मुनि (c) चित्र-तुरग-न्याय 		(iii) भट्ट लोल्लट (d) साधारणीकरण 		(iv) श्री शंकुक कूट : (a) (b) (c) (d),(i) (ii) (iii) (iv),(ii) (iii) (iv) (i),(iii) (iv)(i) (ii),(iv) (i) (ii) (iii),B,DRA_4549a452,Match the List
Drama and theatre,Question Papers of NET July 2018,Paper II,22,"अभिकथन (A) : दो महाकाव्य - रामायण और महाभारत एक-दूसरे के साथ अत्यंत निकट रूप से जुड़े हुए हैं। कारण (R) : राम की कथा का संक्षिप्त विवरण वास्तव में महाभारत में दिया गया है, जिसमें कुछ समान श्लोक भी हैं। कूट :",(A) और (R) दोनों सही हैं।,(A) और (R) दोनों गलत हैं।,"(A) सही है, लेकिन (R) गलत है।","(A) गलत है, लेकिन (R) सही है।",A,DRA_ac10b00f,Assertion and Reason
Drama and theatre,Question Papers of NET July 2018,Paper II,23,रंगमंच संबंधी निम्नलिखित संगठनों को भौगोलिक अवस्थिति के संदर्भ में दक्षिण से उत्तर की ओर के सही क्रम में व्यवस्थित कीजिये :,"रासरंजिनी, अस्मिता, लोकधर्मी, आदिशक्ति थियेटर लैब।","लोकधर्मी, आदिशक्ति थियेटर लैब, रासरंजिनी, अस्मिता।","अस्मिता, रासरंजिनी, लोकधर्मी, आदिशक्ति थियेटर लैब।","आदिशक्ति थियेटर लैब, लोकधर्मी, रासरंजिनी, अस्मिता।",B,DRA_4ced7b7a,Sequence / Ordering
Drama and theatre,Question Papers of NET July 2018,Paper II,24,विषम को चुनिए :,एंटनी एंड क्लिओपेट्रा,टिमोन ऑफ एथेन्स,सेंट जॉन,टाइटस एंट्रोनिकस,C,DRA_976a53f4,Identify the Incorrect Statement
Drama and theatre,Question Papers of NET July 2018,Paper II,25,"किसी भवन के काष्ठ कर्म यथा खिड़की, दरवाजों की चौखटों, खम्भों आदि तथा अलंकृत सजावटी डिजाइनों का उत्कीर्णन है :",दारूकर्म,अवलित,अकम्प,चित्रजालगवाक्ष,A,DRA_9b369614,Normal MCQ
Drama and theatre,Question Papers of NET July 2018,Paper II,26,सूची - I की मदों को सूची - II के साथ सुमेलित कीजिये : सूची - I 			सूची - II (a) मुगल तमाशा 	(i) मणिपुर (b) भांड़ पाथेर 		(ii) महाराष्ट्र (c) भारूड 		(iii) ओड़िशा (d) नुपी पाला 		(iv) कश्मीर कूट : (a) (b) (c) (d),(ii) (iii) (iv) (i),(iii) (i) (ii) (iv),(iii) (iv) (ii) (i),(iii) (ii) (i) (iv),C,DRA_1939e129,Match the List
Drama and theatre,Question Papers of NET July 2018,Paper II,27,अभिकथन (A) : अभिनेता को अपने संवाद को अक्षरशः नहीं रटना चाहिये ताकि उसे कोई रटन्तु तोता न समझ बैठे। कारण (R) : उसे अपनी आवाज का पूर्णरूपेण उपयोग नहीं करना चाहिए ताकि कक्ष की ध्वानिकता का भी विचार किया जा सके। कूट :,(A) और (R) दोनों गलत हैं।,(A) और (R) दोनों सही हैं।,"(A) सही है, और (R) गलत है।","(A) गलत है, और (R) सही है।",C,DRA_e46c7a0d,Assertion and Reason
Drama and theatre,Question Papers of NET July 2018,Paper II,28,भिन्न युगों से संबंधित निम्नलिखित नाटककारों के सही क्रम को चुनें :,"मेनन्दर, किस्टोफर मार्लो, मैक्सवेल एंडरसन, पीटर हैन्डके","क्रिस्टोफर मार्लो, पीटर हैन्डके, मेनन्दर, मैक्सवेल एंडरसन","मैक्सवेल एंडरसन, मेनन्दर, क्रिस्टोफर मार्लो, पीटर हैन्डके","पीटर हैन्डके, मैक्सवेल एंडरसन, मेनन्दर, क्रिस्टोफर मार्लो",A,DRA_ed692e56,Sequence / Ordering
Drama and theatre,Question Papers of NET July 2018,Paper II,29,विषम को चुनिए :,अपस्मार,आलस्य,मद,वेपथु,D,DRA_10597ba7,Identify the Incorrect Statement
Drama and theatre,Question Papers of NET July 2018,Paper II,30,शंकरदेव ने निम्नलिखित में से किस भारतीय पारम्परिक रंगमंच प्रस्तुति का निर्माण किया ?,गोल्ला कलापम,भामा कलापम,आंकिया नट,नटपाला,C,DRA_fd322250,Normal MCQ
Drama and theatre,Question Papers of NET July 2018,Paper II,31,सूची - I की मदों को सूची - II के साथ सुमेलित करें : सूची - I 					सूची - II (a) मध्य प्रदेश स्कूल ऑफ ड्रामा 		(i) बंसी कौल (b) कूथ - पी- पट्टरई 			(ii) एन. मुथूस्वामी (c) नीनासम 				(iii) के.वी. अक्षरा (d) रंग विदूषक 				(iv) संजय उपाध्याय कूट : (a) (b) (c) (d),(iii) (ii) (i) (iv),(iv) (iii) (ii) (i),(iv) (ii) (iii) (i),(iv) (i) (ii) (iii),C,DRA_a39169d4,Match the List
Drama and theatre,Question Papers of NET July 2018,Paper II,32,"अभिकथन (A) : शॉ के अनुसार, इब्सन के नाटक में जो आदर्शवादी चरित्र होता है, वह निश्चित रूप से खलनायक ही होता है और मुख्य स्त्री चरित्र, जिसने स्त्रीत्व के आदर्श को अस्वीकार किया था, वही स्त्रीत्वरहित स्त्री के रूप में प्रतीत होना तय था। कारण (R) : शॉ का मानना था कि इब्सन एक महान शिक्षक एवं समाज के समीक्षक थे, जो कि, शॉ की दृष्टि में, आदर्शों और आदर्शवादिता पर प्रहार करने के लिए सदैव तत्पर रहते थे। कूट :",(A) और (R) दोनों गलत हैं।,(A) सही है; (R) गलत है।,(A) और (R) दोनों सही हैं।,(A) गलत है; (R) सही है।,C,DRA_cd5cfcd1,Assertion and Reason
Drama and theatre,Question Papers of NET July 2018,Paper II,33,रस की व्याख्या करने वाले निम्नलिखित आचार्यों का सही क्रम बताइए :,"भारत, अभिनवगुप्त, श्री शंकुक, भट्ट नायक","भरत, श्री शंकुक, भट्ट नायक, अभिनवगुप्त","भरत, भट्ट नायक, अभिनवगुप्त, श्री शंकुक","भरत, श्री शंकुक, अभिनवगुप्त, भट्ट नायक",B,DRA_37a4c9be,Sequence / Ordering
Drama and theatre,Question Papers of NET July 2018,Paper II,34,भौगोलिक उद्भव के संदर्भ में विषम को चुनिए :,नक्काल,मुडियेटु,थय्यम,कथकली,A,DRA_297c5850,Identify the Incorrect Statement
Drama and theatre,Question Papers of NET July 2018,Paper II,35,रंगधारा' नाट्य संस्था कहाँ स्थित है?,चेन्नई,त्रिवेन्द्रम,हैदराबाद,मैसूर,C,DRA_39221e19,Normal MCQ
Drama and theatre,Question Papers of NET July 2018,Paper II,36,सूची - I की मदों को सूची - II की मदों से सुमेलित करें : सूची - I			सूची - II (a) सेवन अगेन्स्ट थेबिस 	(i) यूरिपिडिस (b) प्लुटस 		(ii) एस्काइलस (c) फिलोक्टेटिस 		(iii) एरिस्टोफेनिस (d) बैके 			(iv) सोफोक्लिस कूट : (a) (b) (c) (d),(iii) (iv) (i) (ii),(iv) (i) (ii) (iii),(i) (ii) (iii) (iv),(ii) (iii) (iv) (i),D,DRA_8efdf5c2,Match the List
